fid,dist,dtm,cond_1,cond_2,cond_3,cond_4,cond_5,cond_6,cond_7,cond_8,cond_9,cond_10,cond_11,cond_12,cond_13,cond_14,cond_15,cond_16,cond_17,cond_18,cond_19,cond_20,cond_21,cond_22,cond_23,cond_24
4148.0,0.0,103.8,0.009435312649066227,0.009395721817661833,0.00892257208377914,0.006783544688912555,0.005022948068311644,0.004645195640435092,0.004586838964592809,0.004561329546487143,0.00456262415964215,0.004601810499751612,0.005172177226895522,0.01826100805322207,0.15057906070067317,0.1373774892832784,0.12925669909525722,0.12152003200616766,0.11655393868339367,0.11387251701636991,0.11277084579397183,0.11260586756938108,0.11275566046508971,0.11284167225249388,0.11283447132032798,0.11281982361798037
4148.1,2.8188827572434962,104.2,0.009121761913402623,0.009084510887607545,0.008679098845101789,0.0067179042232410726,0.004929909433564578,0.0045032101723014376,0.004436340829331445,0.0044066263825886,0.004402436735197098,0.0044330316727524445,0.004835433866086664,0.015121390336502026,0.14617997147810544,0.13813293607085123,0.1295971767837253,0.1209881623964479,0.11546477250716924,0.11247227798959401,0.11122406889683303,0.11101946983315397,0.11117767595839512,0.11127604885830182,0.11127315674334741,0.11125884768976275
4148.2,5.647345237221441,104.4,0.011998741865421462,0.010374548094047751,0.008130376479396762,0.006130861079736423,0.0046783883017332065,0.0037484979071364115,0.0032425744599423887,0.0031026212385277113,0.003370351687088121,0.004308750923690318,0.006937298674769526,0.016726290965812674,0.09235701804629291,0.2805916709402586,0.07240728340010379,0.048349346395746555,0.05280616103379637,0.05522820445248297,0.04244573228948711,0.03201283504253726,0.02808970305920633,0.028532694284226067,0.030923464047299953,0.03277217765773074
4148.3,8.466227994576442,104.6,0.01204388004355921,0.010360232924332833,0.008064899181004666,0.006047048156036944,0.00459683075710774,0.003676335133006239,0.003179567294730062,0.0030444267809089302,0.003308297198786013,0.0042190679641398625,0.0067239670502210564,0.01578997246190923,0.08317857152400429,0.2917510655336186,0.06995721492595014,0.045935458708114836,0.05058186656068495,0.05414219138252185,0.04171759855114179,0.031205020144178787,0.027261312883726973,0.027793442023495745,0.030407196093052622,0.03247537803314087
4148.4,11.29469047428768,104.7,0.012657689815186902,0.010594413857124195,0.007978372257626676,0.005837080171485291,0.0043873053084302425,0.0035145741702769847,0.0030772904245994328,0.0030034318302186707,0.003326882815264214,0.004270819025799556,0.006650905368894586,0.01478205256430903,0.07639759354315499,0.30530158358221493,0.06253473806376966,0.04113739415902952,0.049795092604921466,0.05843950996295386,0.04148660092438539,0.028556144991488182,0.024154535085102506,0.024909364652095967,0.028264674317839918,0.031123928810310376
4148.5,14.123152954265626,104.7,0.013338267694187934,0.01094971113848132,0.008041951346101998,0.005756473099435399,0.0042589564608273445,0.0033797502951137827,0.002950328927436823,0.0028911309090407576,0.003240398561373559,0.0042346710402477415,0.006692338986519245,0.014743890228362262,0.07240849479612044,0.31055316182871573,0.06280389014427047,0.040493756722141075,0.04774896286913743,0.05554386316881125,0.04012143850491469,0.027782372346881898,0.023455075101944584,0.024167801646854673,0.02755783122137556,0.030541386385417323
4148.6,16.942035711620626,104.7,0.012585408858141387,0.010809201878709618,0.008342010582423249,0.006152918930491044,0.00457375672686191,0.0035639445021192744,0.00300207902115638,0.0028135209150698037,0.0030319412950969966,0.003924553558682948,0.00651952581947162,0.01573605686543005,0.07131054225133608,0.29209817600126614,0.0846370833929502,0.050048978431540575,0.04358717647883203,0.040543992247202586,0.03527391083865878,0.030580876597426688,0.028641359555690558,0.02935443800983306,0.03141118013720926,0.03292720126215741
4148.7,19.77049819159857,104.7,0.013399683540406477,0.011059463804182929,0.008152877666754075,0.005829539043691521,0.004287300726041989,0.0033687168993864077,0.002906213289951506,0.00281900352541579,0.003148431436802396,0.004155833521166861,0.0067316989715518255,0.01493624108106538,0.0652337386597953,0.31107537614676234,0.07073678363518325,0.043282569418068344,0.04406448423434391,0.04609325262928281,0.03711702958069417,0.02852184956755684,0.02511454373533363,0.02583156789368802,0.028801845907746787,0.03130950209149747
4148.8,22.598960671309808,104.6,0.013971118540015828,0.01130113534408702,0.00813636695641027,0.00571640678041998,0.004166038156816592,0.0032712678854600868,0.0028422851068556237,0.002795183931035994,0.0031794270446569265,0.004267649244195596,0.006926283204283367,0.014967151121294195,0.06326001266294821,0.31548599771892416,0.06817584745700563,0.042036924209263284,0.04408572794758789,0.04720855415006746,0.03740540510352383,0.028025950336951908,0.024276811104450305,0.02487678877587538,0.02794312089028857,0.030653197517820446
4148.9,25.41784342893242,104.5,0.014155801142230839,0.011391370159885983,0.0081503506253394,0.00569789881855199,0.0041402030716344955,0.0032481239772488703,0.002826083405898554,0.0027903342495769236,0.003195538701155048,0.004326680499599522,0.007064911349618343,0.015164073556067819,0.06217532549116147,0.3147093958845797,0.06989496065217513,0.04290438227830484,0.04418949976998606,0.046525588438028544,0.03711933173963213,0.02810954362318047,0.024456587177276102,0.02503873132687151,0.02803815622600987,0.03068411593436518
4149.0,28.24630590864366,104.4,0.014693342883146516,0.011499013058379314,0.007988133266405155,0.005483162871553756,0.003963873293198834,0.0031325582590902563,0.0027767215221480065,0.0028195589176179927,0.003334182431899296,0.004614681471409576,0.007421313256999619,0.01498068326578148,0.05957907077449836,0.3202954551208635,0.06521060989646639,0.04076149823782604,0.04586937086971086,0.05195564776930305,0.03836477746836879,0.02672935163300958,0.022411607626241788,0.022967589702012063,0.026289461827051358,0.02937198495056732
4149.1,31.16692228195049,104.3,0.014797275187257038,0.011620361259562182,0.008091022927551803,0.005549486240369515,0.003997745939286548,0.0031411807178801255,0.002764135684728925,0.0027857549681561933,0.0032795324912663973,0.004562001940628518,0.007500705583808485,0.01558036955029672,0.06113317989982891,0.31417823302312237,0.06958865156210939,0.0434132837440445,0.046423324362248344,0.04982740617265647,0.038328537623049566,0.02798846967293811,0.023912456636463547,0.024388823378299368,0.027429048819859442,0.030175805972556282
4149.2,34.07788432236525,104.3,0.014556151602565582,0.01145236876772477,0.007998065864680411,0.005507155798996894,0.003987172815444242,0.003153521477275717,0.002798263121108071,0.002847815611197404,0.003383584395535331,0.004724468155370464,0.0076903704706456945,0.01557313346812092,0.05961159556470296,0.3132415547572885,0.06988619696153954,0.04411582053876994,0.04818573334593881,0.052047918240901284,0.03917730313956374,0.0281528031163547,0.023920453187554674,0.024398001277631004,0.027469650879083454,0.030231419468883917
4149.3,36.99850069567208,104.2,0.014653951625022369,0.01150058986451959,0.008005359354430724,0.005496170785731155,0.003971299350237118,0.003138565251975527,0.002787351526691334,0.0028454478688689543,0.0034016077242998042,0.004796307613960066,0.007898103805530762,0.01608297410322177,0.06089192435385356,0.30834598085794074,0.07231916720659606,0.04602376243575617,0.04983051392773842,0.05271091686340875,0.039614990278877264,0.028673226988967494,0.024454730011456826,0.02489404953488741,0.027858571965508724,0.030493342245281958
4149.4,39.919117068866505,104.2,0.01373701848554328,0.011117233106656669,0.008012405824334044,0.0056444845339790215,0.00413804333036611,0.0032853196894357074,0.0029062005192297636,0.0029345486103517174,0.0034541284932463746,0.00480408547766102,0.007926745394168514,0.016485780094983915,0.06120277557188975,0.29799736174369873,0.08033190456620391,0.05064456956363847,0.05105040596189388,0.050711396736771844,0.039538417843370324,0.030187240491742717,0.026463636894529526,0.02691022097493163,0.029512140873139203,0.0316818296779388
4149.5,42.83007910903811,104.1,0.013721912972576064,0.011064189800260558,0.007944662208703636,0.005587403634782863,0.004101105783377959,0.003271094862313854,0.002917893193263517,0.0029825095213428833,0.003563640352291437,0.005023826882426365,0.00830837642223714,0.017004669627622926,0.06187274787543338,0.29412246236727513,0.08172060322277169,0.052190258066738306,0.0531964367857942,0.052349573599329416,0.039919025949503084,0.030100557750581715,0.026299697736961086,0.0267729461304873,0.029428706153773174,0.03163665676249541
4149.6,45.75069548258729,104.0,0.013158326132039344,0.01083766692247172,0.00797859014368213,0.005718303005194056,0.004242132207147373,0.0033940804678607786,0.0030185141330657896,0.003061481685591743,0.0036232793235918747,0.005083127262724371,0.00849619270201989,0.017852068991057804,0.06408831633351215,0.28234762580013667,0.09067878610847949,0.056881186890077394,0.053562455990279256,0.049672218755693234,0.03895541754949021,0.03075946676977809,0.027576113650177488,0.02810896006658222,0.030457223837898166,0.032314060939142
4149.7,48.67131185578172,103.9,0.009995792402098585,0.009932916466407544,0.00889416796674994,0.0058870252523964325,0.004497556844809996,0.00432939055877037,0.004294598935491069,0.0042794079492278715,0.004289264448903676,0.004333806519031055,0.004769439040861379,0.013707626987585353,0.12216602330160821,0.1449623465512543,0.13470717296932286,0.12291514775783748,0.11494677976145547,0.11056458159709505,0.10872445822696249,0.10842280512391934,0.10864429415049859,0.10877642666886503,0.1087763176507236,0.1087635202259667
4149.8,51.5822738960657,103.8,0.012148600862735276,0.010304010142450032,0.007887431811597562,0.005855659491999685,0.0044641931330712935,0.00364199319790549,0.0032801725021824562,0.0033473831036876277,0.00395726836947989,0.005499947825331939,0.009062075584301487,0.01889377912424476,0.06629066662446731,0.26891417639429815,0.09980161330179942,0.06173959892355212,0.054553041504638924,0.04801198436721501,0.037873065107585285,0.030752850408558186,0.028154862030546377,0.028882401111077927,0.031128952670635018,0.03279402737653711
4149.9,54.50550840582072,103.7,0.008976988332007257,0.008912211617358279,0.00843575275279116,0.006678126090421106,0.005155248215996748,0.004729097616908024,0.004623116999092414,0.0045720554984156085,0.004558218432064088,0.0045854640293760945,0.00491908466573213,0.012781393591150112,0.12534053441477194,0.14799044156561075,0.13332813803996585,0.11688878549532927,0.10626112866457058,0.10038864101756471,0.09774665222722144,0.09715494095434854,0.09738585816915797,0.09758634189426117,0.0976059103098874,0.09759373228413991
4150.0,57.4261247793699,103.5,0.010507907326439962,0.009535778207916358,0.008011851680819955,0.006460019683213035,0.005201300403639487,0.0043378423987778456,0.0038716004621297136,0.0038132349020642484,0.004278331891681658,0.0056725546759841755,0.009339128358741962,0.020831179893601077,0.07265601072558378,0.237942687214517,0.12424788190829562,0.07246014469787593,0.053374314405799865,0.043069243788178356,0.03633472860750408,0.03262265759161787,0.03152755074948196,0.03213721191879565,0.03326077196679235,0.033925988942301595
4150.1,60.41297931210235,103.4,0.007596218246820555,0.0075590481251045045,0.007408799452708149,0.006911706460990969,0.006263880281738197,0.005923231358549297,0.005777386232718601,0.005693754326287445,0.005657899112143105,0.005678478504052342,0.006054151332126951,0.015223989654675576,0.11785651697128492,0.14123305705727812,0.13552642248123423,0.12806433440702808,0.12267951061195055,0.11960520735496101,0.11828138520456179,0.11804318508810381,0.11818763851823164,0.11827924929068438,0.1182757518317708,0.11826400789876812
